HUD Metro Fair Market Rent Area Name,CBSASub23,"ZIP
Code",erap_fmr_br0,erap_fmr_br1,erap_fmr_br2,erap_fmr_br3,erap_fmr_br4
"Evansville, IN-KY MSA",METRO21780M21780,47715,$800,$900,"$1,120","$1,450","$1,680"
"Evansville, IN-KY MSA",METRO21780M21780,47716,$700,$790,$990,"$1,280","$1,490"
"Evansville, IN-KY MSA",METRO21780M21780,47719,$700,$790,$990,"$1,280","$1,490"
"Evansville, IN-KY MSA",METRO21780M21780,47720,$750,$850,"$1,060","$1,370","$1,590"
"Evansville, IN-KY MSA",METRO21780M21780,47721,$700,$790,$990,"$1,280","$1,490"
"Evansville, IN-KY MSA",METRO21780M21780,47724,$700,$790,$990,"$1,280","$1,490"
"Evansville, IN-KY MSA",METRO21780M21780,47725,"$1,040","$1,170","$1,460","$1,890","$2,190"
"Evansville, IN-KY MSA",METRO21780M21780,47728,$700,$790,$990,"$1,280","$1,490"
"Evansville, IN-KY MSA",METRO21780M21780,47730,$700,$790,$990,"$1,280","$1,490"
"Evansville, IN-KY MSA",METRO21780M21780,47731,$700,$790,$990,"$1,280","$1,490"
"Evansville, IN-KY MSA",METRO21780M21780,47732,$700,$790,$990,"$1,280","$1,490"
"Evansville, IN-KY MSA",METRO21780M21780,47733,$700,$790,$990,"$1,280","$1,490"
"Evansville, IN-KY MSA",METRO21780M21780,47734,$700,$790,$990,"$1,280","$1,490"
"Evansville, IN-KY MSA",METRO21780M21780,47735,$700,$790,$990,"$1,280","$1,490"
"Evansville, IN-KY MSA",METRO21780M21780,47736,$700,$790,$990,"$1,280","$1,490"
"Evansville, IN-KY MSA",METRO21780M21780,47737,$700,$790,$990,"$1,280","$1,490"
"Evansville, IN-KY MSA",METRO21780M21780,47747,$700,$790,$990,"$1,280","$1,490"
"Evansville, IN-KY MSA",METRO21780M21780,47750,$700,$790,$990,"$1,280","$1,490"
"Fairbanks, AK MSA",METRO21820M21820,99701,$993,"$1,128","$1,485","$2,110","$2,529"
"Fairbanks, AK MSA",METRO21820M21820,99702,"$1,460","$1,660","$2,190","$3,110","$3,730"
"Fairbanks, AK MSA",METRO21820M21820,99703,"$1,460","$1,660","$2,180","$3,100","$3,710"
"Fairbanks, AK MSA",METRO21820M21820,99705,$993,"$1,128","$1,485","$2,110","$2,529"
"Fairbanks, AK MSA",METRO21820M21820,99706,"$1,000","$1,130","$1,490","$2,120","$2,540"
"Fairbanks, AK MSA",METRO21820M21820,99707,"$1,000","$1,130","$1,490","$2,120","$2,540"
"Fairbanks, AK MSA",METRO21820M21820,99708,"$1,000","$1,130","$1,490","$2,120","$2,540"
"Fairbanks, AK MSA",METRO21820M21820,99709,$993,"$1,128","$1,485","$2,110","$2,529"
"Fairbanks, AK MSA",METRO21820M21820,99712,$993,"$1,128","$1,485","$2,110","$2,529"
"Fairbanks, AK MSA",METRO21820M21820,99714,"$1,040","$1,190","$1,560","$2,220","$2,660"
"Fairbanks, AK MSA",METRO21820M21820,99725,"$1,000","$1,130","$1,490","$2,120","$2,540"
"Fairbanks, AK MSA",METRO21820M21820,99760,"$1,000","$1,130","$1,490","$2,120","$2,540"
"Fairbanks, AK MSA",METRO21820M21820,99775,$993,"$1,128","$1,485","$2,110","$2,529"
"Fairbanks, AK MSA",METRO21820M21820,99790,"$1,000","$1,130","$1,490","$2,120","$2,540"
"Fargo, ND-MN MSA",METRO22020M22020,56514,$634,$749,$911,"$1,295","$1,552"
"Fargo, ND-MN MSA",METRO22020M22020,56519,$750,$880,"$1,070","$1,520","$1,820"
"Fargo, ND-MN MSA",METRO22020M22020,56525,$634,$750,$911,"$1,295","$1,552"
"Fargo, ND-MN MSA",METRO22020M22020,56529,$634,$749,$911,"$1,295","$1,552"
"Fargo, ND-MN MSA",METRO22020M22020,56536,$650,$770,$930,"$1,320","$1,590"
"Fargo, ND-MN MSA",METRO22020M22020,56546,$650,$770,$940,"$1,340","$1,600"
"Fargo, ND-MN MSA",METRO22020M22020,56547,$634,$749,$911,"$1,295","$1,552"
"Fargo, ND-MN MSA",METRO22020M22020,56549,$634,$749,$911,"$1,295","$1,552"
"Fargo, ND-MN MSA",METRO22020M22020,56552,$634,$749,$911,"$1,295","$1,552"
"Fargo, ND-MN MSA",METRO22020M22020,56554,$634,$749,$911,"$1,295","$1,552"
"Fargo, ND-MN MSA",METRO22020M22020,56560,$634,$750,$911,"$1,295","$1,552"
"Fargo, ND-MN MSA",METRO22020M22020,56561,$650,$770,$940,"$1,340","$1,600"
"Fargo, ND-MN MSA",METRO22020M22020,56562,$650,$770,$940,"$1,340","$1,600"
"Fargo, ND-MN MSA",METRO22020M22020,56563,$650,$770,$940,"$1,340","$1,600"
"Fargo, ND-MN MSA",METRO22020M22020,56572,$650,$770,$940,"$1,340","$1,600"
"Fargo, ND-MN MSA",METRO22020M22020,56574,$650,$770,$940,"$1,340","$1,600"
"Fargo, ND-MN MSA",METRO22020M22020,56580,$634,$749,$911,"$1,295","$1,552"
"Fargo, ND-MN MSA",METRO22020M22020,56584,$650,$770,$940,"$1,340","$1,600"
"Fargo, ND-MN MSA",METRO22020M22020,56585,$634,$749,$911,"$1,295","$1,552"
"Fargo, ND-MN MSA",METRO22020M22020,56594,$650,$770,$940,"$1,340","$1,600"
"Fargo, ND-MN MSA",METRO22020M22020,58002,$634,$750,$911,"$1,295","$1,552"
"Fargo, ND-MN MSA",METRO22020M22020,58004,$660,$780,$950,"$1,350","$1,620"
"Fargo, ND-MN MSA",METRO22020M22020,58005,$760,$900,"$1,090","$1,550","$1,850"
"Fargo, ND-MN MSA",METRO22020M22020,58006,$634,$749,$911,"$1,295","$1,552"
"Fargo, ND-MN MSA",METRO22020M22020,58007,$634,$749,$911,"$1,295","$1,552"
"Fargo, ND-MN MSA",METRO22020M22020,58011,$634,$749,$911,"$1,295","$1,552"
"Fargo, ND-MN MSA",METRO22020M22020,58012,$634,$749,$911,"$1,295","$1,552"
"Fargo, ND-MN MSA",METRO22020M22020,58015,$634,$750,$911,"$1,295","$1,552"
"Fargo, ND-MN MSA",METRO22020M22020,58021,$634,$749,$911,"$1,295","$1,552"
"Fargo, ND-MN MSA",METRO22020M22020,58027,$634,$749,$911,"$1,295","$1,552"
"Fargo, ND-MN MSA",METRO22020M22020,58029,$634,$749,$911,"$1,295","$1,552"
"Fargo, ND-MN MSA",METRO22020M22020,58031,$660,$780,$950,"$1,350","$1,620"
"Fargo, ND-MN MSA",METRO22020M22020,58035,$634,$749,$911,"$1,295","$1,552"
"Fargo, ND-MN MSA",METRO22020M22020,58036,$634,$750,$911,"$1,295","$1,552"
"Fargo, ND-MN MSA",METRO22020M22020,58038,$634,$750,$911,"$1,295","$1,552"
"Fargo, ND-MN MSA",METRO22020M22020,58042,$950,"$1,130","$1,370","$1,950","$2,330"
"Fargo, ND-MN MSA",METRO22020M22020,58045,$634,$750,$911,"$1,295","$1,552"
"Fargo, ND-MN MSA",METRO22020M22020,58046,$634,$749,$911,"$1,295","$1,552"
"Fargo, ND-MN MSA",METRO22020M22020,58047,$634,$749,$911,"$1,295","$1,552"
"Fargo, ND-MN MSA",METRO22020M22020,58048,$634,$749,$911,"$1,295","$1,552"
"Fargo, ND-MN MSA",METRO22020M22020,58051,$634,$749,$911,"$1,295","$1,552"
"Fargo, ND-MN MSA",METRO22020M22020,58052,$634,$749,$911,"$1,295","$1,552"
"Fargo, ND-MN MSA",METRO22020M22020,58059,$730,$860,"$1,050","$1,490","$1,790"
"Fargo, ND-MN MSA",METRO22020M22020,58064,$634,$749,$911,"$1,295","$1,552"
"Fargo, ND-MN MSA",METRO22020M22020,58068,$634,$750,$911,"$1,295","$1,552"
"Fargo, ND-MN MSA",METRO22020M22020,58071,$634,$749,$911,"$1,295","$1,552"
"Fargo, ND-MN MSA",METRO22020M22020,58078,$690,$810,$990,"$1,410","$1,690"
"Fargo, ND-MN MSA",METRO22020M22020,58079,$634,$749,$911,"$1,295","$1,552"
"Fargo, ND-MN MSA",METRO22020M22020,58102,$634,$749,$911,"$1,295","$1,552"
"Fargo, ND-MN MSA",METRO22020M22020,58103,$634,$749,$911,"$1,295","$1,552"
"Fargo, ND-MN MSA",METRO22020M22020,58104,$760,$900,"$1,090","$1,550","$1,860"
"Fargo, ND-MN MSA",METRO22020M22020,58105,$634,$749,$911,"$1,295","$1,552"
"Fargo, ND-MN MSA",METRO22020M22020,58106,$634,$750,$911,"$1,295","$1,552"
"Fargo, ND-MN MSA",METRO22020M22020,58107,$634,$750,$911,"$1,295","$1,552"
"Fargo, ND-MN MSA",METRO22020M22020,58108,$634,$750,$911,"$1,295","$1,552"
"Fargo, ND-MN MSA",METRO22020M22020,58109,$634,$750,$911,"$1,295","$1,552"
"Farmington, NM MSA",METRO22140M22140,81137,$880,$900,"$1,060","$1,490","$1,620"
"Farmington, NM MSA",METRO22140M22140,87013,$756,$769,$909,"$1,280","$1,540"
"Farmington, NM MSA",METRO22140M22140,87037,$756,$769,$909,"$1,277","$1,391"
"Farmington, NM MSA",METRO22140M22140,87313,$756,$769,$909,"$1,277","$1,391"
"Farmington, NM MSA",METRO22140M22140,87325,$756,$769,$909,"$1,277","$1,391"
"Farmington, NM MSA",METRO22140M22140,87328,$756,$769,$909,"$1,277","$1,391"
"Farmington, NM MSA",METRO22140M22140,87364,$756,$769,$909,"$1,277","$1,391"
"Farmington, NM MSA",METRO22140M22140,87401,$830,$850,"$1,000","$1,400","$1,530"
"Farmington, NM MSA",METRO22140M22140,87402,$980,"$1,000","$1,180","$1,660","$1,810"
"Farmington, NM MSA",METRO22140M22140,87410,$756,$769,$909,"$1,277","$1,391"
"Farmington, NM MSA",METRO22140M22140,87412,$756,$769,$909,"$1,277","$1,391"
"Farmington, NM MSA",METRO22140M22140,87413,$756,$769,$909,"$1,277","$1,391"
"Farmington, NM MSA",METRO22140M22140,87415,$860,$880,"$1,040","$1,460","$1,590"
"Farmington, NM MSA",METRO22140M22140,87416,$920,$940,"$1,110","$1,560","$1,700"
"Farmington, NM MSA",METRO22140M22140,87417,$756,$769,$909,"$1,277","$1,391"
"Farmington, NM MSA",METRO22140M22140,87418,$756,$769,$909,"$1,277","$1,391"
"Farmington, NM MSA",METRO22140M22140,87419,$840,$860,"$1,010","$1,420","$1,550"
"Farmington, NM MSA",METRO22140M22140,87420,$756,$769,$909,"$1,277","$1,391"
"Farmington, NM MSA",METRO22140M22140,87421,$850,$870,"$1,030","$1,450","$1,570"
"Farmington, NM MSA",METRO22140M22140,87455,$756,$769,$909,"$1,277","$1,391"
"Farmington, NM MSA",METRO22140M22140,87461,$756,$769,$909,"$1,277","$1,391"
"Farmington, NM MSA",METRO22140M22140,87499,$756,$769,$909,"$1,277","$1,391"
"Fayetteville, NC HUD Metro FMR Area",METRO22180M22180,28301,$898,$898,"$1,037","$1,425","$1,766"
"Fayetteville, NC HUD Metro FMR Area",METRO22180M22180,28302,$900,$900,"$1,040","$1,430","$1,770"
"Fayetteville, NC HUD Metro FMR Area",METRO22180M22180,28303,$898,$898,"$1,037","$1,425","$1,766"
"Fayetteville, NC HUD Metro FMR Area",METRO22180M22180,28304,"$1,010","$1,010","$1,170","$1,610","$1,990"
"Fayetteville, NC HUD Metro FMR Area",METRO22180M22180,28305,$898,$898,"$1,037","$1,425","$1,766"
"Fayetteville, NC HUD Metro FMR Area",METRO22180M22180,28306,$898,$898,"$1,037","$1,425","$1,766"
"Fayetteville, NC HUD Metro FMR Area",METRO22180M22180,28307,"$1,070","$1,070","$1,230","$1,690","$2,100"
"Fayetteville, NC HUD Metro FMR Area",METRO22180M22180,28308,$898,$900,"$1,060","$1,480","$1,810"
"Fayetteville, NC HUD Metro FMR Area",METRO22180M22180,28309,$900,$900,"$1,040","$1,430","$1,770"
"Fayetteville, NC HUD Metro FMR Area",METRO22180M22180,28310,$900,$900,"$1,040","$1,430","$1,770"
"Fayetteville, NC HUD Metro FMR Area",METRO22180M22180,28311,$900,$900,"$1,040","$1,430","$1,770"
"Fayetteville, NC HUD Metro FMR Area",METRO22180M22180,28312,$898,$898,"$1,037","$1,425","$1,766"
"Fayetteville, NC HUD Metro FMR Area",METRO22180M22180,28314,"$1,000","$1,000","$1,160","$1,590","$1,980"
"Fayetteville, NC HUD Metro FMR Area",METRO22180M22180,28318,$898,$898,"$1,037","$1,425","$1,766"
"Fayetteville, NC HUD Metro FMR Area",METRO22180M22180,28331,$900,$900,"$1,040","$1,430","$1,770"
"Fayetteville, NC HUD Metro FMR Area",METRO22180M22180,28334,$940,$970,"$1,110","$1,425","$1,790"
"Fayetteville, NC HUD Metro FMR Area",METRO22180M22180,28342,$898,$898,"$1,037","$1,425","$1,766"
"Fayetteville, NC HUD Metro FMR Area",METRO22180M22180,28344,$898,$898,"$1,037","$1,425","$1,766"
"Fayetteville, NC HUD Metro FMR Area",METRO22180M22180,28348,$898,$898,"$1,037","$1,425","$1,766"
"Fayetteville, NC HUD Metro FMR Area",METRO22180M22180,28356,$898,$898,"$1,037","$1,425","$1,766"
"Fayetteville, NC HUD Metro FMR Area",METRO22180M22180,28371,$898,$898,"$1,037","$1,425","$1,766"
"Fayetteville, NC HUD Metro FMR Area",METRO22180M22180,28382,$898,$898,"$1,037","$1,425","$1,766"
"Fayetteville, NC HUD Metro FMR Area",METRO22180M22180,28384,$898,$898,"$1,037","$1,425","$1,766"
"Fayetteville, NC HUD Metro FMR Area",METRO22180M22180,28390,$898,$898,"$1,037","$1,430","$1,766"
"Fayetteville, NC HUD Metro FMR Area",METRO22180M22180,28391,$898,$898,"$1,037","$1,425","$1,766"
"Fayetteville, NC HUD Metro FMR Area",METRO22180M22180,28395,$898,$898,"$1,037","$1,425","$1,766"
"Fayetteville, NC HUD Metro FMR Area",METRO22180M22180,28399,$900,$900,"$1,040","$1,430","$1,770"
"Fayetteville, NC HUD Metro FMR Area",METRO22180M22180,28441,$900,$900,"$1,040","$1,430","$1,770"
"Harnett County, NC HUD Metro FMR Area",METRO22180M37085,27330,$930,$930,"$1,080","$1,400","$1,640"
"Harnett County, NC HUD Metro FMR Area",METRO22180M37085,27332,$930,$930,"$1,080","$1,400","$1,640"
"Harnett County, NC HUD Metro FMR Area",METRO22180M37085,27501,$940,$970,"$1,110","$1,370","$1,790"
"Harnett County, NC HUD Metro FMR Area",METRO22180M37085,27504,$940,$970,"$1,110","$1,370","$1,790"
"Harnett County, NC HUD Metro FMR Area",METRO22180M37085,27505,$712,$716,$943,"$1,340","$1,606"
"Harnett County, NC HUD Metro FMR Area",METRO22180M37085,27506,$712,$716,$943,"$1,340","$1,606"
"Harnett County, NC HUD Metro FMR Area",METRO22180M37085,27521,$712,$716,$943,"$1,340","$1,606"
"Harnett County, NC HUD Metro FMR Area",METRO22180M37085,27526,"$1,160","$1,190","$1,380","$1,730","$2,250"
"Harnett County, NC HUD Metro FMR Area",METRO22180M37085,27540,"$1,540","$1,590","$1,800","$2,220","$2,930"
"Harnett County, NC HUD Metro FMR Area",METRO22180M37085,27546,$712,$716,$943,"$1,340","$1,606"
"Harnett County, NC HUD Metro FMR Area",METRO22180M37085,27592,$940,$970,"$1,110","$1,370","$1,790"
"Harnett County, NC HUD Metro FMR Area",METRO22180M37085,28323,$712,$716,$943,"$1,340","$1,606"
"Harnett County, NC HUD Metro FMR Area",METRO22180M37085,28326,"$1,030","$1,040","$1,370","$1,950","$2,330"
"Harnett County, NC HUD Metro FMR Area",METRO22180M37085,28334,$940,$970,"$1,110","$1,370","$1,790"
"Harnett County, NC HUD Metro FMR Area",METRO22180M37085,28339,$712,$716,$943,"$1,340","$1,606"
"Harnett County, NC HUD Metro FMR Area",METRO22180M37085,28356,$780,$790,$950,"$1,340","$1,610"
"Harnett County, NC HUD Metro FMR Area",METRO22180M37085,28368,$712,$716,$943,"$1,340","$1,606"
"Harnett County, NC HUD Metro FMR Area",METRO22180M37085,28390,$810,$820,"$1,020","$1,430","$1,740"
"Hoke County, NC HUD Metro FMR Area",METRO22180N37093,28304,"$1,010","$1,010","$1,170","$1,610","$1,990"
"Hoke County, NC HUD Metro FMR Area",METRO22180N37093,28306,$860,$860,$990,"$1,360","$1,690"
"Hoke County, NC HUD Metro FMR Area",METRO22180N37093,28315,$657,$662,$871,"$1,238","$1,484"
"Hoke County, NC HUD Metro FMR Area",METRO22180N37093,28357,$657,$662,$871,"$1,238","$1,484"
"Hoke County, NC HUD Metro FMR Area",METRO22180N37093,28364,$657,$662,$871,"$1,238","$1,484"
"Hoke County, NC HUD Metro FMR Area",METRO22180N37093,28371,$780,$780,$910,"$1,250","$1,550"
"Hoke County, NC HUD Metro FMR Area",METRO22180N37093,28376,$710,$710,$940,"$1,340","$1,600"
"Hoke County, NC HUD Metro FMR Area",METRO22180N37093,28377,$657,$662,$871,"$1,238","$1,484"
"Hoke County, NC HUD Metro FMR Area",METRO22180N37093,28386,$657,$662,$871,"$1,238","$1,484"
"Fayetteville-Springdale-Rogers, AR MSA",METRO22220M22220,72632,$720,$764,$930,"$1,322","$1,582"
"Fayetteville-Springdale-Rogers, AR MSA",METRO22220M22220,72701,$740,$790,$960,"$1,360","$1,630"
"Fayetteville-Springdale-Rogers, AR MSA",METRO22220M22220,72702,$720,$764,$930,"$1,322","$1,582"
"Fayetteville-Springdale-Rogers, AR MSA",METRO22220M22220,72703,$720,$764,$930,"$1,322","$1,582"
"Fayetteville-Springdale-Rogers, AR MSA",METRO22220M22220,72704,$840,$890,"$1,080","$1,530","$1,840"
"Fayetteville-Springdale-Rogers, AR MSA",METRO22220M22220,72711,$770,$820,"$1,000","$1,420","$1,700"
"Fayetteville-Springdale-Rogers, AR MSA",METRO22220M22220,72712,$830,$880,"$1,070","$1,520","$1,820"
"Fayetteville-Springdale-Rogers, AR MSA",METRO22220M22220,72713,$770,$820,"$1,000","$1,420","$1,700"
"Fayetteville-Springdale-Rogers, AR MSA",METRO22220M22220,72714,$850,$900,"$1,100","$1,560","$1,870"
"Fayetteville-Springdale-Rogers, AR MSA",METRO22220M22220,72715,$770,$820,"$1,000","$1,420","$1,700"
"Fayetteville-Springdale-Rogers, AR MSA",METRO22220M22220,72716,$770,$820,"$1,000","$1,420","$1,700"
"Fayetteville-Springdale-Rogers, AR MSA",METRO22220M22220,72717,$720,$764,$930,"$1,322","$1,582"
"Fayetteville-Springdale-Rogers, AR MSA",METRO22220M22220,72718,"$1,080","$1,150","$1,400","$1,990","$2,380"
"Fayetteville-Springdale-Rogers, AR MSA",METRO22220M22220,72719,$910,$970,"$1,180","$1,680","$2,010"
"Fayetteville-Springdale-Rogers, AR MSA",METRO22220M22220,72721,$720,$764,$930,"$1,322","$1,582"
"Fayetteville-Springdale-Rogers, AR MSA",METRO22220M22220,72722,$720,$764,$930,"$1,322","$1,582"
"Fayetteville-Springdale-Rogers, AR MSA",METRO22220M22220,72727,$740,$780,$950,"$1,350","$1,620"
"Fayetteville-Springdale-Rogers, AR MSA",METRO22220M22220,72728,$720,$764,$930,"$1,322","$1,582"
"Fayetteville-Springdale-Rogers, AR MSA",METRO22220M22220,72729,$720,$764,$930,"$1,322","$1,582"
"Fayetteville-Springdale-Rogers, AR MSA",METRO22220M22220,72730,$800,$850,"$1,030","$1,460","$1,750"
"Fayetteville-Springdale-Rogers, AR MSA",METRO22220M22220,72732,$720,$764,$930,"$1,322","$1,582"
"Fayetteville-Springdale-Rogers, AR MSA",METRO22220M22220,72733,$770,$820,"$1,000","$1,420","$1,700"
"Fayetteville-Springdale-Rogers, AR MSA",METRO22220M22220,72734,$720,$764,$930,"$1,322","$1,582"
"Fayetteville-Springdale-Rogers, AR MSA",METRO22220M22220,72735,$720,$764,$930,"$1,322","$1,582"
"Fayetteville-Springdale-Rogers, AR MSA",METRO22220M22220,72736,$730,$770,$940,"$1,340","$1,600"
"Fayetteville-Springdale-Rogers, AR MSA",METRO22220M22220,72737,$720,$764,$930,"$1,322","$1,582"
"Fayetteville-Springdale-Rogers, AR MSA",METRO22220M22220,72738,$720,$764,$930,"$1,322","$1,582"
"Fayetteville-Springdale-Rogers, AR MSA",METRO22220M22220,72739,$720,$764,$930,"$1,322","$1,582"
"Fayetteville-Springdale-Rogers, AR MSA",METRO22220M22220,72740,$720,$764,$930,"$1,322","$1,582"
"Fayetteville-Springdale-Rogers, AR MSA",METRO22220M22220,72741,$720,$764,$930,"$1,322","$1,582"
"Fayetteville-Springdale-Rogers, AR MSA",METRO22220M22220,72742,$720,$764,$930,"$1,322","$1,582"
"Fayetteville-Springdale-Rogers, AR MSA",METRO22220M22220,72744,$720,$764,$930,"$1,322","$1,582"
"Fayetteville-Springdale-Rogers, AR MSA",METRO22220M22220,72745,$720,$764,$930,"$1,322","$1,582"
"Fayetteville-Springdale-Rogers, AR MSA",METRO22220M22220,72747,$720,$764,$930,"$1,322","$1,582"
"Fayetteville-Springdale-Rogers, AR MSA",METRO22220M22220,72749,$720,$764,$930,"$1,322","$1,582"
"Fayetteville-Springdale-Rogers, AR MSA",METRO22220M22220,72751,"$1,080","$1,150","$1,400","$1,990","$2,380"
"Fayetteville-Springdale-Rogers, AR MSA",METRO22220M22220,72752,$720,$764,$930,"$1,322","$1,582"
"Fayetteville-Springdale-Rogers, AR MSA",METRO22220M22220,72753,$720,$764,$930,"$1,322","$1,582"
"Fayetteville-Springdale-Rogers, AR MSA",METRO22220M22220,72756,$720,$764,$930,"$1,322","$1,582"
"Fayetteville-Springdale-Rogers, AR MSA",METRO22220M22220,72757,$770,$820,"$1,000","$1,420","$1,700"
"Fayetteville-Springdale-Rogers, AR MSA",METRO22220M22220,72758,$820,$870,"$1,060","$1,510","$1,800"
"Fayetteville-Springdale-Rogers, AR MSA",METRO22220M22220,72760,$720,$764,$930,"$1,322","$1,582"
"Fayetteville-Springdale-Rogers, AR MSA",METRO22220M22220,72761,$720,$764,$930,"$1,322","$1,582"
"Fayetteville-Springdale-Rogers, AR MSA",METRO22220M22220,72762,$750,$800,$970,"$1,380","$1,650"
"Fayetteville-Springdale-Rogers, AR MSA",METRO22220M22220,72764,$720,$764,$930,"$1,322","$1,582"
"Fayetteville-Springdale-Rogers, AR MSA",METRO22220M22220,72765,$720,$764,$930,"$1,322","$1,582"
"Fayetteville-Springdale-Rogers, AR MSA",METRO22220M22220,72766,$720,$764,$930,"$1,322","$1,582"
"Fayetteville-Springdale-Rogers, AR MSA",METRO22220M22220,72768,$720,$764,$930,"$1,322","$1,582"
"Fayetteville-Springdale-Rogers, AR MSA",METRO22220M22220,72769,$720,$764,$930,"$1,322","$1,582"
"Fayetteville-Springdale-Rogers, AR MSA",METRO22220M22220,72770,$720,$764,$930,"$1,322","$1,582"
"Fayetteville-Springdale-Rogers, AR MSA",METRO22220M22220,72773,$720,$764,$930,"$1,322","$1,582"
"Fayetteville-Springdale-Rogers, AR MSA",METRO22220M22220,72774,$720,$764,$930,"$1,322","$1,582"
"Fayetteville-Springdale-Rogers, AR MSA",METRO22220M22220,72776,$720,$764,$930,"$1,322","$1,582"
"Fayetteville-Springdale-Rogers, AR MSA",METRO22220M22220,72852,$720,$764,$930,"$1,322","$1,582"
"Fayetteville-Springdale-Rogers, AR MSA",METRO22220M22220,72948,$720,$764,$930,"$1,322","$1,582"
"Fayetteville-Springdale-Rogers, AR MSA",METRO22220M22220,72959,$720,$764,$930,"$1,322","$1,582"
"Flagstaff, AZ MSA",METRO22380M22380,85928,"$1,230","$1,310","$1,620","$1,980","$2,390"
"Flagstaff, AZ MSA",METRO22380M22380,85931,"$1,230","$1,310","$1,620","$1,980","$2,390"
"Flagstaff, AZ MSA",METRO22380M22380,86001,"$1,400","$1,490","$1,840","$2,250","$2,720"
"Flagstaff, AZ MSA",METRO22380M22380,86002,"$1,230","$1,310","$1,620","$1,980","$2,390"
"Flagstaff, AZ MSA",METRO22380M22380,86003,"$1,280","$1,360","$1,680","$2,050","$2,480"
"Flagstaff, AZ MSA",METRO22380M22380,86004,"$1,280","$1,360","$1,680","$2,050","$2,480"
"Flagstaff, AZ MSA",METRO22380M22380,86005,"$1,230","$1,310","$1,620","$1,980","$2,390"
"Flagstaff, AZ MSA",METRO22380M22380,86011,"$1,400","$1,490","$1,840","$2,250","$2,720"
"Flagstaff, AZ MSA",METRO22380M22380,86015,"$1,400","$1,490","$1,840","$2,250","$2,720"
"Flagstaff, AZ MSA",METRO22380M22380,86016,"$1,227","$1,308","$1,615","$1,974","$2,387"
"Flagstaff, AZ MSA",METRO22380M22380,86017,"$1,270","$1,420","$1,750","$2,250","$2,670"
"Flagstaff, AZ MSA",METRO22380M22380,86018,"$1,240","$1,308","$1,615","$2,020","$2,430"
"Flagstaff, AZ MSA",METRO22380M22380,86020,"$1,227","$1,308","$1,615","$1,974","$2,387"
"Flagstaff, AZ MSA",METRO22380M22380,86022,"$1,227","$1,308","$1,615","$1,974","$2,387"
"Flagstaff, AZ MSA",METRO22380M22380,86023,"$1,230","$1,310","$1,620","$1,980","$2,390"
"Flagstaff, AZ MSA",METRO22380M22380,86024,"$1,700","$1,810","$2,240","$2,740","$3,310"
"Flagstaff, AZ MSA",METRO22380M22380,86030,"$1,230","$1,310","$1,620","$1,980","$2,390"
"Flagstaff, AZ MSA",METRO22380M22380,86035,"$1,227","$1,308","$1,615","$1,974","$2,387"
"Flagstaff, AZ MSA",METRO22380M22380,86036,"$1,230","$1,310","$1,620","$1,980","$2,390"
"Flagstaff, AZ MSA",METRO22380M22380,86038,"$1,600","$1,710","$2,110","$2,580","$3,120"
"Flagstaff, AZ MSA",METRO22380M22380,86040,"$1,227","$1,308","$1,615","$1,974","$2,387"
"Flagstaff, AZ MSA",METRO22380M22380,86044,"$1,227","$1,308","$1,615","$1,974","$2,387"
"Flagstaff, AZ MSA",METRO22380M22380,86045,"$1,227","$1,308","$1,615","$1,974","$2,387"
"Flagstaff, AZ MSA",METRO22380M22380,86046,"$1,227","$1,308","$1,615","$1,974","$2,387"
"Flagstaff, AZ MSA",METRO22380M22380,86047,"$1,227","$1,308","$1,615","$1,974","$2,387"
"Flagstaff, AZ MSA",METRO22380M22380,86052,"$1,230","$1,310","$1,620","$1,980","$2,390"
"Flagstaff, AZ MSA",METRO22380M22380,86053,"$1,227","$1,308","$1,615","$1,974","$2,387"
"Flagstaff, AZ MSA",METRO22380M22380,86054,"$1,227","$1,308","$1,615","$1,974","$2,387"
"Flagstaff, AZ MSA",METRO22380M22380,86320,"$1,227","$1,308","$1,615","$1,974","$2,387"
"Flagstaff, AZ MSA",METRO22380M22380,86336,"$1,227","$1,330","$1,630","$2,180","$2,550"
"Flagstaff, AZ MSA",METRO22380M22380,86337,"$1,227","$1,308","$1,615","$1,974","$2,387"
"Flagstaff, AZ MSA",METRO22380M22380,86339,"$1,230","$1,310","$1,620","$1,980","$2,390"
"Flagstaff, AZ MSA",METRO22380M22380,86435,"$1,227","$1,308","$1,615","$1,974","$2,387"
"Flint, MI MSA",METRO22420M22420,48411,$810,$940,"$1,180","$1,470","$1,590"
"Flint, MI MSA",METRO22420M22420,48415,$670,$760,"$1,000","$1,270","$1,340"
"Flint, MI MSA",METRO22420M22420,48417,$740,$840,"$1,100","$1,400","$1,480"
"Flint, MI MSA",METRO22420M22420,48418,$750,$850,"$1,060","$1,410","$1,510"
"Flint, MI MSA",METRO22420M22420,48420,$646,$745,$938,"$1,171","$1,268"
"Flint, MI MSA",METRO22420M22420,48421,$850,$960,"$1,220","$1,520","$1,640"
"Flint, MI MSA",METRO22420M22420,48423,$690,$790,"$1,000","$1,250","$1,350"
"Flint, MI MSA",METRO22420M22420,48429,$646,$745,$938,"$1,171","$1,268"
"Flint, MI MSA",METRO22420M22420,48430,$890,"$1,060","$1,300","$1,680","$1,830"
"Flint, MI MSA",METRO22420M22420,48433,$680,$780,$980,"$1,220","$1,330"
