HUD Metro Fair Market Rent Area Name,CBSASub23,"ZIP
Code",erap_fmr_br0,erap_fmr_br1,erap_fmr_br2,erap_fmr_br3,erap_fmr_br4
"Abilene, TX MSA",METRO10180M10180,76437,$732,$779,"$1,006","$1,360","$1,649"
"Abilene, TX MSA",METRO10180M10180,76443,$732,$779,"$1,006","$1,360","$1,649"
"Abilene, TX MSA",METRO10180M10180,76464,$732,$779,"$1,006","$1,360","$1,649"
"Abilene, TX MSA",METRO10180M10180,76469,$732,$779,"$1,006","$1,360","$1,649"
"Abilene, TX MSA",METRO10180M10180,79501,$732,$779,"$1,006","$1,360","$1,649"
"Abilene, TX MSA",METRO10180M10180,79503,$732,$779,"$1,006","$1,360","$1,649"
"Abilene, TX MSA",METRO10180M10180,79504,$732,$779,"$1,006","$1,360","$1,649"
"Abilene, TX MSA",METRO10180M10180,79508,$732,$779,"$1,006","$1,360","$1,649"
"Abilene, TX MSA",METRO10180M10180,79510,$732,$779,"$1,006","$1,360","$1,649"
"Abilene, TX MSA",METRO10180M10180,79519,$740,$790,"$1,020","$1,380","$1,670"
"Abilene, TX MSA",METRO10180M10180,79520,$732,$779,"$1,006","$1,360","$1,649"
"Abilene, TX MSA",METRO10180M10180,79521,$732,$779,"$1,006","$1,360","$1,649"
"Abilene, TX MSA",METRO10180M10180,79525,$732,$779,"$1,006","$1,360","$1,649"
"Abilene, TX MSA",METRO10180M10180,79530,$740,$790,"$1,020","$1,380","$1,670"
"Abilene, TX MSA",METRO10180M10180,79533,$732,$779,"$1,006","$1,360","$1,649"
"Abilene, TX MSA",METRO10180M10180,79536,$750,$800,"$1,030","$1,390","$1,690"
"Abilene, TX MSA",METRO10180M10180,79541,$732,$779,"$1,006","$1,360","$1,649"
"Abilene, TX MSA",METRO10180M10180,79553,$732,$779,"$1,006","$1,360","$1,649"
"Abilene, TX MSA",METRO10180M10180,79560,$750,$800,"$1,030","$1,390","$1,690"
"Abilene, TX MSA",METRO10180M10180,79561,$732,$779,"$1,006","$1,360","$1,649"
"Abilene, TX MSA",METRO10180M10180,79562,$800,$850,"$1,100","$1,490","$1,800"
"Abilene, TX MSA",METRO10180M10180,79563,$732,$779,"$1,006","$1,360","$1,649"
"Abilene, TX MSA",METRO10180M10180,79566,$740,$790,"$1,020","$1,380","$1,670"
"Abilene, TX MSA",METRO10180M10180,79567,$732,$779,"$1,006","$1,360","$1,649"
"Abilene, TX MSA",METRO10180M10180,79601,$732,$779,"$1,006","$1,360","$1,649"
"Abilene, TX MSA",METRO10180M10180,79602,$732,$780,"$1,010","$1,370","$1,660"
"Abilene, TX MSA",METRO10180M10180,79603,$732,$779,"$1,006","$1,360","$1,649"
"Abilene, TX MSA",METRO10180M10180,79604,$740,$790,"$1,020","$1,380","$1,670"
"Abilene, TX MSA",METRO10180M10180,79605,$770,$820,"$1,060","$1,430","$1,740"
"Abilene, TX MSA",METRO10180M10180,79606,$790,$840,"$1,080","$1,460","$1,770"
"Abilene, TX MSA",METRO10180M10180,79607,$980,"$1,050","$1,350","$1,830","$2,210"
"Abilene, TX MSA",METRO10180M10180,79608,$740,$790,"$1,020","$1,380","$1,670"
"Abilene, TX MSA",METRO10180M10180,79699,$732,$779,"$1,006","$1,360","$1,649"
"Aguadilla-Isabela, PR MSA",METRO10380M10380,00601,$384,$420,$485,$640,$710
"Aguadilla-Isabela, PR MSA",METRO10380M10380,00602,$384,$420,$485,$597,$677
"Aguadilla-Isabela, PR MSA",METRO10380M10380,00603,$430,$470,$540,$660,$750
"Aguadilla-Isabela, PR MSA",METRO10380M10380,00604,$440,$480,$550,$680,$770
"Aguadilla-Isabela, PR MSA",METRO10380M10380,00605,$440,$480,$550,$680,$770
"Aguadilla-Isabela, PR MSA",METRO10380M10380,00610,$400,$430,$500,$620,$700
"Aguadilla-Isabela, PR MSA",METRO10380M10380,00611,$384,$420,$485,$597,$677
"Aguadilla-Isabela, PR MSA",METRO10380M10380,00612,$420,$430,$490,$650,$790
"Aguadilla-Isabela, PR MSA",METRO10380M10380,00631,$384,$420,$485,$597,$680
"Aguadilla-Isabela, PR MSA",METRO10380M10380,00641,$384,$420,$485,$597,$680
"Aguadilla-Isabela, PR MSA",METRO10380M10380,00650,$470,$480,$550,$760,$910
"Aguadilla-Isabela, PR MSA",METRO10380M10380,00662,$400,$430,$500,$620,$700
"Aguadilla-Isabela, PR MSA",METRO10380M10380,00664,$384,$420,$485,$597,$677
"Aguadilla-Isabela, PR MSA",METRO10380M10380,00669,$384,$420,$485,$597,$740
"Aguadilla-Isabela, PR MSA",METRO10380M10380,00670,$384,$420,$485,$597,$740
"Aguadilla-Isabela, PR MSA",METRO10380M10380,00676,$384,$420,$485,$597,$677
"Aguadilla-Isabela, PR MSA",METRO10380M10380,00677,$400,$440,$510,$630,$710
"Aguadilla-Isabela, PR MSA",METRO10380M10380,00678,$430,$440,$500,$640,$720
"Aguadilla-Isabela, PR MSA",METRO10380M10380,00680,$420,$430,$490,$600,$750
"Aguadilla-Isabela, PR MSA",METRO10380M10380,00685,$384,$420,$485,$597,$677
"Aguadilla-Isabela, PR MSA",METRO10380M10380,00690,$540,$590,$680,$840,$950
"Akron, OH MSA",METRO10420M10420,44056,$880,"$1,010","$1,270","$1,610","$1,710"
"Akron, OH MSA",METRO10420M10420,44067,$850,$970,"$1,230","$1,550","$1,650"
"Akron, OH MSA",METRO10420M10420,44087,$930,"$1,060","$1,340","$1,690","$1,800"
"Akron, OH MSA",METRO10420M10420,44141,"$1,080","$1,230","$1,500","$1,950","$2,060"
"Akron, OH MSA",METRO10420M10420,44201,$780,$880,"$1,120","$1,410","$1,500"
"Akron, OH MSA",METRO10420M10420,44202,"$1,070","$1,210","$1,540","$1,940","$2,070"
"Akron, OH MSA",METRO10420M10420,44203,$712,$809,"$1,027","$1,297","$1,380"
"Akron, OH MSA",METRO10420M10420,44210,$712,$809,"$1,027","$1,297","$1,380"
"Akron, OH MSA",METRO10420M10420,44211,$730,$830,"$1,050","$1,330","$1,410"
"Akron, OH MSA",METRO10420M10420,44216,$712,$809,"$1,027","$1,297","$1,380"
"Akron, OH MSA",METRO10420M10420,44221,$780,$890,"$1,130","$1,430","$1,520"
"Akron, OH MSA",METRO10420M10420,44222,$712,$809,"$1,027","$1,297","$1,380"
"Akron, OH MSA",METRO10420M10420,44223,$712,$809,"$1,027","$1,297","$1,380"
"Akron, OH MSA",METRO10420M10420,44224,$820,$940,"$1,190","$1,500","$1,600"
"Akron, OH MSA",METRO10420M10420,44230,$712,$810,"$1,027","$1,297","$1,380"
"Akron, OH MSA",METRO10420M10420,44231,$712,$809,"$1,027","$1,297","$1,380"
"Akron, OH MSA",METRO10420M10420,44232,$712,$809,"$1,027","$1,297","$1,380"
"Akron, OH MSA",METRO10420M10420,44234,$712,$809,"$1,027","$1,297","$1,380"
"Akron, OH MSA",METRO10420M10420,44236,$940,"$1,070","$1,360","$1,720","$1,830"
"Akron, OH MSA",METRO10420M10420,44240,$730,$830,"$1,050","$1,330","$1,410"
"Akron, OH MSA",METRO10420M10420,44241,$920,"$1,050","$1,330","$1,680","$1,790"
"Akron, OH MSA",METRO10420M10420,44242,$730,$830,"$1,050","$1,330","$1,410"
"Akron, OH MSA",METRO10420M10420,44243,$730,$830,"$1,050","$1,330","$1,410"
"Akron, OH MSA",METRO10420M10420,44250,$790,$900,"$1,140","$1,440","$1,530"
"Akron, OH MSA",METRO10420M10420,44255,$712,$809,"$1,027","$1,297","$1,380"
"Akron, OH MSA",METRO10420M10420,44256,$810,$930,"$1,130","$1,470","$1,550"
"Akron, OH MSA",METRO10420M10420,44260,$720,$820,"$1,040","$1,320","$1,400"
"Akron, OH MSA",METRO10420M10420,44262,$712,$809,"$1,027","$1,297","$1,380"
"Akron, OH MSA",METRO10420M10420,44264,$800,$910,"$1,150","$1,450","$1,550"
"Akron, OH MSA",METRO10420M10420,44265,$730,$830,"$1,050","$1,330","$1,410"
"Akron, OH MSA",METRO10420M10420,44266,$712,$809,"$1,027","$1,297","$1,380"
"Akron, OH MSA",METRO10420M10420,44272,$780,$890,"$1,130","$1,430","$1,520"
"Akron, OH MSA",METRO10420M10420,44278,$712,$809,"$1,027","$1,297","$1,380"
"Akron, OH MSA",METRO10420M10420,44281,$760,$860,"$1,050","$1,360","$1,440"
"Akron, OH MSA",METRO10420M10420,44285,$712,$809,"$1,027","$1,297","$1,380"
"Akron, OH MSA",METRO10420M10420,44286,$820,$930,"$1,180","$1,490","$1,590"
"Akron, OH MSA",METRO10420M10420,44288,$712,$809,"$1,027","$1,297","$1,380"
"Akron, OH MSA",METRO10420M10420,44301,$730,$840,"$1,060","$1,340","$1,420"
"Akron, OH MSA",METRO10420M10420,44302,$712,$809,"$1,027","$1,297","$1,380"
"Akron, OH MSA",METRO10420M10420,44303,$712,$809,"$1,027","$1,297","$1,380"
"Akron, OH MSA",METRO10420M10420,44304,$712,$809,"$1,027","$1,297","$1,380"
"Akron, OH MSA",METRO10420M10420,44305,$712,$809,"$1,027","$1,297","$1,380"
"Akron, OH MSA",METRO10420M10420,44306,$712,$809,"$1,027","$1,297","$1,380"
"Akron, OH MSA",METRO10420M10420,44307,$712,$809,"$1,027","$1,297","$1,380"
"Akron, OH MSA",METRO10420M10420,44308,$800,$910,"$1,160","$1,460","$1,560"
"Akron, OH MSA",METRO10420M10420,44309,$712,$809,"$1,027","$1,297","$1,380"
"Akron, OH MSA",METRO10420M10420,44310,$712,$809,"$1,027","$1,297","$1,380"
"Akron, OH MSA",METRO10420M10420,44311,$712,$809,"$1,027","$1,297","$1,380"
"Akron, OH MSA",METRO10420M10420,44312,$712,$809,"$1,027","$1,297","$1,380"
"Akron, OH MSA",METRO10420M10420,44313,$712,$809,"$1,027","$1,297","$1,380"
"Akron, OH MSA",METRO10420M10420,44314,$712,$809,"$1,027","$1,297","$1,380"
"Akron, OH MSA",METRO10420M10420,44316,$712,$809,"$1,027","$1,297","$1,380"
"Akron, OH MSA",METRO10420M10420,44319,$740,$840,"$1,070","$1,350","$1,440"
"Akron, OH MSA",METRO10420M10420,44320,$712,$809,"$1,027","$1,297","$1,380"
"Akron, OH MSA",METRO10420M10420,44321,$870,$990,"$1,250","$1,580","$1,680"
"Akron, OH MSA",METRO10420M10420,44325,$712,$809,"$1,027","$1,297","$1,380"
"Akron, OH MSA",METRO10420M10420,44333,$820,$940,"$1,190","$1,500","$1,600"
"Akron, OH MSA",METRO10420M10420,44334,$712,$809,"$1,027","$1,297","$1,380"
"Akron, OH MSA",METRO10420M10420,44411,$760,$870,"$1,100","$1,390","$1,480"
"Akron, OH MSA",METRO10420M10420,44412,$712,$809,"$1,027","$1,297","$1,380"
"Akron, OH MSA",METRO10420M10420,44429,$712,$809,"$1,027","$1,297","$1,380"
"Akron, OH MSA",METRO10420M10420,44444,$712,$809,"$1,027","$1,297","$1,380"
"Akron, OH MSA",METRO10420M10420,44449,$712,$809,"$1,027","$1,297","$1,380"
"Akron, OH MSA",METRO10420M10420,44470,$712,$809,"$1,027","$1,297","$1,380"
"Akron, OH MSA",METRO10420M10420,44491,$712,$809,"$1,027","$1,297","$1,380"
"Akron, OH MSA",METRO10420M10420,44601,$712,$809,"$1,027","$1,297","$1,380"
"Akron, OH MSA",METRO10420M10420,44614,$712,$809,"$1,027","$1,297","$1,380"
"Akron, OH MSA",METRO10420M10420,44632,$712,$809,"$1,027","$1,297","$1,380"
"Akron, OH MSA",METRO10420M10420,44645,$712,$809,"$1,027","$1,297","$1,380"
"Akron, OH MSA",METRO10420M10420,44685,$720,$820,"$1,060","$1,330","$1,420"
"Akron, OH MSA",METRO10420M10420,44720,$712,$809,"$1,027","$1,297","$1,380"
"Albany, GA MSA",METRO10500M10500,31701,$735,$748,$880,"$1,153","$1,402"
"Albany, GA MSA",METRO10500M10500,31702,$735,$748,$880,"$1,153","$1,402"
"Albany, GA MSA",METRO10500M10500,31703,$735,$748,$880,"$1,153","$1,402"
"Albany, GA MSA",METRO10500M10500,31704,$735,$748,$880,"$1,153","$1,402"
"Albany, GA MSA",METRO10500M10500,31705,$735,$748,$880,"$1,153","$1,402"
"Albany, GA MSA",METRO10500M10500,31706,$735,$748,$880,"$1,153","$1,402"
"Albany, GA MSA",METRO10500M10500,31707,$890,$900,"$1,060","$1,390","$1,690"
"Albany, GA MSA",METRO10500M10500,31708,$735,$748,$880,"$1,153","$1,402"
"Albany, GA MSA",METRO10500M10500,31712,$735,$748,$880,"$1,153","$1,402"
"Albany, GA MSA",METRO10500M10500,31714,$735,$748,$880,"$1,153","$1,402"
"Albany, GA MSA",METRO10500M10500,31721,$880,$890,"$1,050","$1,380","$1,670"
"Albany, GA MSA",METRO10500M10500,31743,$880,$890,"$1,050","$1,380","$1,680"
"Albany, GA MSA",METRO10500M10500,31744,$735,$748,$880,"$1,153","$1,402"
"Albany, GA MSA",METRO10500M10500,31763,$850,$870,"$1,020","$1,340","$1,630"
"Albany, GA MSA",METRO10500M10500,31764,$920,$930,"$1,100","$1,440","$1,750"
"Albany, GA MSA",METRO10500M10500,31768,$735,$748,$880,"$1,153","$1,402"
"Albany, GA MSA",METRO10500M10500,31771,$735,$748,$880,"$1,153","$1,402"
"Albany, GA MSA",METRO10500M10500,31772,$735,$748,$880,"$1,153","$1,402"
"Albany, GA MSA",METRO10500M10500,31775,$735,$748,$880,"$1,153","$1,402"
"Albany, GA MSA",METRO10500M10500,31781,$770,$780,$920,"$1,210","$1,470"
"Albany, GA MSA",METRO10500M10500,31782,$735,$748,$880,"$1,153","$1,402"
"Albany, GA MSA",METRO10500M10500,31787,$830,$850,"$1,000","$1,310","$1,590"
"Albany, GA MSA",METRO10500M10500,31789,$860,$880,"$1,030","$1,350","$1,640"
"Albany, GA MSA",METRO10500M10500,31791,$735,$748,$880,"$1,153","$1,402"
"Albany, GA MSA",METRO10500M10500,31795,$740,$760,$890,"$1,170","$1,420"
"Albany, GA MSA",METRO10500M10500,31796,$735,$748,$880,"$1,153","$1,402"
"Albany, GA MSA",METRO10500M10500,39826,$735,$748,$880,"$1,153","$1,402"
"Albany, GA MSA",METRO10500M10500,39842,$735,$748,$880,"$1,153","$1,402"
"Albany, GA MSA",METRO10500M10500,39862,$735,$748,$880,"$1,153","$1,402"
"Albany, GA MSA",METRO10500M10500,39877,$735,$748,$880,"$1,153","$1,402"
"Albany, GA MSA",METRO10500M10500,39885,$910,$930,"$1,090","$1,430","$1,740"
"Albany, GA MSA",METRO10500M10500,39886,$735,$748,$880,"$1,153","$1,402"
"Albany, OR MSA",METRO10540M10540,97321,$900,"$1,000","$1,263","$1,728","$2,019"
"Albany, OR MSA",METRO10540M10540,97322,$893,"$1,000","$1,263","$1,728","$2,019"
"Albany, OR MSA",METRO10540M10540,97327,"$1,010","$1,130","$1,430","$1,960","$2,290"
"Albany, OR MSA",METRO10540M10540,97329,"$1,240","$1,390","$1,760","$2,410","$2,810"
"Albany, OR MSA",METRO10540M10540,97333,"$1,150","$1,210","$1,490","$2,110","$2,510"
"Albany, OR MSA",METRO10540M10540,97335,$893,"$1,000","$1,263","$1,728","$2,019"
"Albany, OR MSA",METRO10540M10540,97336,$893,"$1,000","$1,263","$1,728","$2,019"
"Albany, OR MSA",METRO10540M10540,97345,"$1,240","$1,390","$1,760","$2,410","$2,810"
"Albany, OR MSA",METRO10540M10540,97346,$893,"$1,000","$1,263","$1,728","$2,019"
"Albany, OR MSA",METRO10540M10540,97348,$910,"$1,020","$1,290","$1,770","$2,060"
"Albany, OR MSA",METRO10540M10540,97350,"$1,360","$1,480","$1,880","$2,620","$3,040"
"Albany, OR MSA",METRO10540M10540,97352,$950,"$1,010","$1,280","$1,820","$2,090"
"Albany, OR MSA",METRO10540M10540,97355,$893,"$1,000","$1,263","$1,728","$2,019"
"Albany, OR MSA",METRO10540M10540,97358,$893,"$1,000","$1,263","$1,728","$2,019"
"Albany, OR MSA",METRO10540M10540,97360,$893,"$1,000","$1,263","$1,728","$2,019"
"Albany, OR MSA",METRO10540M10540,97374,$900,"$1,010","$1,270","$1,740","$2,030"
"Albany, OR MSA",METRO10540M10540,97377,"$1,050","$1,180","$1,490","$2,040","$2,380"
"Albany, OR MSA",METRO10540M10540,97383,$893,"$1,000","$1,263","$1,728","$2,019"
"Albany, OR MSA",METRO10540M10540,97386,$893,"$1,000","$1,263","$1,728","$2,019"
"Albany, OR MSA",METRO10540M10540,97389,"$1,120","$1,260","$1,590","$2,180","$2,540"
"Albany, OR MSA",METRO10540M10540,97413,$893,"$1,000","$1,263","$1,728","$2,019"
"Albany, OR MSA",METRO10540M10540,97446,$960,"$1,080","$1,360","$1,860","$2,180"
"Albany, OR MSA",METRO10540M10540,97759,$980,"$1,160","$1,460","$2,070","$2,490"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12007,$980,"$1,090","$1,330","$1,620","$1,790"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12008,"$1,010","$1,130","$1,370","$1,660","$1,840"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12009,"$1,040","$1,160","$1,410","$1,720","$1,890"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12010,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12018,"$1,050","$1,170","$1,420","$1,730","$1,910"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12019,"$1,020","$1,130","$1,380","$1,680","$1,850"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12020,"$1,140","$1,270","$1,550","$1,890","$2,080"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12022,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12023,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12024,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12025,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12027,"$1,220","$1,360","$1,660","$2,020","$2,230"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12028,$968,"$1,079","$1,313","$1,600","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12031,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12033,"$1,000","$1,110","$1,350","$1,640","$1,810"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12035,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12036,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12040,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12041,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12043,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12045,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12046,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12047,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12052,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12053,"$1,040","$1,160","$1,410","$1,740","$1,910"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12054,"$1,110","$1,230","$1,500","$1,830","$2,020"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12055,$980,"$1,090","$1,330","$1,620","$1,790"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12056,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12057,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12059,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12061,"$1,200","$1,340","$1,630","$1,980","$2,190"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12062,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12063,"$1,020","$1,140","$1,390","$1,680","$1,860"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12064,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12065,"$1,110","$1,240","$1,510","$1,840","$2,030"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12066,"$1,000","$1,120","$1,360","$1,660","$1,830"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12067,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12071,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12073,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12074,"$1,050","$1,170","$1,420","$1,730","$1,910"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12076,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12077,"$1,200","$1,340","$1,630","$1,980","$2,190"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12082,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12083,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12084,"$1,180","$1,320","$1,600","$1,950","$2,150"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12085,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12086,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12087,$980,"$1,090","$1,330","$1,620","$1,790"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12089,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12090,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12092,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12093,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12094,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12107,$980,"$1,090","$1,330","$1,620","$1,790"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12110,"$1,150","$1,280","$1,560","$1,900","$2,100"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12118,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12120,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12121,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12122,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12123,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12128,$980,"$1,090","$1,330","$1,620","$1,790"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12131,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12133,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12134,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12137,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12138,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12140,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12141,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12143,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12144,$970,"$1,090","$1,320","$1,610","$1,770"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12147,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12148,"$1,090","$1,210","$1,470","$1,790","$1,980"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12149,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12150,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12151,"$1,180","$1,320","$1,600","$1,950","$2,150"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12153,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12154,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12156,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12157,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12158,"$1,250","$1,390","$1,690","$2,060","$2,270"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12159,"$1,050","$1,180","$1,430","$1,740","$1,920"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12160,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12161,"$1,250","$1,390","$1,690","$2,060","$2,270"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12166,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12167,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12168,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12169,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12170,"$1,140","$1,270","$1,550","$1,890","$2,080"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12175,"$1,030","$1,150","$1,400","$1,700","$1,880"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12180,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12181,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12182,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12183,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12184,$968,"$1,079","$1,313","$1,598","$1,764"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12185,$968,"$1,079","$1,313","$1,598","$1,764"
